YEAR,WEEK,"BIRMINGHAM, AL","MOBILE, AL","MONTGOMERY, AL","PHOENIX, AZ","TUCSON, AZ","LITTLE ROCK, AR","BERKELEY, CA","FRESNO, CA","GLENDALE, CA","LONG BEACH, CA","LOS ANGELES, CA","OAKLAND, CA","PASADENA, CA","SACRAMENTO, CA","SAN DIEGO, CA","SAN FRANCISCO, CA","SAN JOSE, CA","SANTA CRUZ, CA","COLORADO SPRINGS, CO","DENVER, CO","PUEBLO, CO","BRIDGEPORT, CT","HARTFORD, CT","NEW HAVEN, CT","WATERBURY, CT","WILMINGTON, DE","WASHINGTON, DC","JACKSONVILLE, FL","MIAMI, FL","ST PETERSBURG, FL","TAMPA, FL","ATLANTA, GA","SAVANNAH, GA","HONOLULU, HI","BOISE, ID","CHICAGO, IL","PEORIA, IL","ROCKFORD, IL","EVANSVILLE, IN","FORT WAYNE, IN","GARY, IN","INDIANAPOLIS, IN","SOUTH BEND, IN","DES MOINES, IA","KANSAS CITY, KS","WICHITA, KS","LEXINGTON, KY","LOUISVILLE, KY","BATON ROUGE, LA","NEW ORLEANS, LA","SHREVEPORT, LA","BALTIMORE, MD","BOSTON, MA","CAMBRIDGE, MA","FALL RIVER, MA","LOWELL, MA","LYNN, MA","NEW BEDFORD, MA","SOMERVILLE, MA","SPRINGFIELD, MA","WORCESTER, MA","DETROIT, MI","GRAND RAPIDS, MI","DULUTH, MN","MINNEAPOLIS, MN","ST PAUL, MN","KANSAS CITY, MO","ST LOUIS, MO","LINCOLN, NE","OMAHA, NE","LAS VEGAS, NV","CAMDEN, NJ","ELIZABETH, NJ","JERSEY CITY, NJ","NEWARK, NJ","PATERSON, NJ","TRENTON, NJ","ALBUQUERQUE, NM","ALBANY, NY","BUFFALO, NY","ROCHESTER, NY","SCHENECTADY, NY","SYRACUSE, NY","UTICA, NY","YONKERS, NY","CHARLOTTE, NC","CANTON, OH","CINCINNATI, OH","CLEVELAND, OH","COLUMBUS, OH","DAYTON, OH","TOLEDO, OH","YOUNGSTOWN, OH","TULSA, OK","PORTLAND, OR","ALLENTOWN, PA","ERIE, PA","PHILADELPHIA, PA","PITTSBURGH, PA","READING, PA","SCRANTON, PA",PROVIDENCE,"CHATTANOOGA, TN","KNOXVILLE, TN","MEMPHIS, TN","NASHVILLE, TN","AUSTIN, TX","CORPUS CHRISTI, TX","DALLAS, TX","EL PASO, TX","FORT WORTH, TX","HOUSTON, TX","SAN ANTONIO, TX","OGDEN, UT","SALT LAKE CITY, UT","NORFOLK, VA","RICHMOND, VA","SEATTLE, WA","SPOKANE, WA","TACOMA, WA","MILWAUKEE, WI"
1965,31,-,2,2,1,-,-,-,-,-,-,19,2,-,-,1,4,5,-,2,4,3,3,-,-,-,-,8,-,5,4,5,4,3,1,1,29,1,2,1,5,5,2,4,3,1,6,1,8,3,6,-,8,11,-,1,3,-,2,-,5,5,4,1,-,2,-,6,2,1,2,-,2,-,2,1,-,4,2,-,3,7,2,4,1,3,1,4,9,2,2,-,3,-,4,1,1,2,7,5,1,4,-,5,1,1,5,5,-,2,3,1,2,2,1,3,3,-,1,1,1,1
1965,32,1,-,7,3,1,3,-,3,-,1,24,-,-,1,3,5,4,-,2,4,-,5,1,1,1,2,17,3,1,4,4,4,1,1,3,22,-,-,3,1,1,1,2,1,-,5,-,7,1,4,3,3,9,-,1,-,2,5,-,4,3,11,2,1,2,-,1,5,-,3,-,1,-,4,4,-,3,3,-,6,8,-,4,3,3,4,3,2,1,2,1,6,1,5,1,2,-,14,4,4,5,-,3,-,4,2,5,1,1,2,2,1,3,-,1,7,1,5,-,3,2
1965,33,3,1,4,2,-,-,-,3,-,-,21,1,1,2,-,3,1,-,-,3,-,4,1,4,-,2,6,5,1,4,11,3,4,1,-,25,-,6,1,6,4,2,2,2,4,5,-,17,-,2,3,8,8,-,1,-,3,3,-,7,8,5,3,-,2,4,6,4,3,1,-,2,-,7,1,2,2,3,1,3,9,2,-,3,-,2,4,3,5,1,-,1,-,1,1,1,1,21,4,7,1,2,3,-,4,1,5,-,2,1,2,3,4,3,-,5,1,2,-,-,3
1965,34,-,1,7,2,-,-,-,-,-,1,20,1,-,1,2,4,-,-,3,2,-,3,2,1,-,2,11,1,-,3,6,5,3,1,2,25,-,1,-,2,2,4,-,4,4,8,-,14,-,6,4,7,11,-,1,2,1,-,1,5,3,16,2,-,4,-,1,-,1,1,-,3,3,6,8,1,1,4,1,2,5,-,1,2,4,2,2,3,5,6,3,1,-,2,1,-,1,9,3,2,1,3,1,4,2,3,4,-,3,2,2,5,2,-,1,3,1,1,-,1,5
1965,35,-,1,2,4,-,2,-,-,-,-,19,1,2,1,5,1,-,-,2,5,-,1,2,1,-,1,10,3,1,8,8,4,2,3,2,25,1,2,1,1,2,3,4,2,-,4,3,11,4,5,4,5,8,-,-,3,-,2,-,8,1,6,-,-,1,-,3,5,-,2,-,-,2,2,1,-,2,3,2,-,7,2,2,10,3,1,1,6,2,4,-,2,1,2,3,1,2,10,5,5,-,3,4,2,5,6,2,1,2,5,2,3,2,1,3,10,-,1,-,-,4
1965,36,1,1,2,2,-,2,-,1,-,2,5,-,-,-,1,2,1,-,-,4,-,3,2,1,-,1,10,1,3,2,4,3,1,-,1,15,-,4,3,3,2,1,2,-,2,2,6,7,-,4,1,4,7,-,-,4,1,1,1,2,3,3,4,1,1,3,-,3,2,-,2,2,1,3,3,2,2,4,-,6,7,-,4,6,-,2,-,5,5,2,1,-,-,4,-,-,2,10,4,3,2,4,5,1,2,3,3,2,2,3,1,2,2,2,1,10,1,-,2,4,2
1965,37,-,1,1,1,1,1,-,-,1,1,11,-,-,3,1,3,-,-,1,1,1,2,-,-,-,-,9,2,2,3,4,4,4,-,2,25,-,2,1,7,2,2,2,5,1,5,3,11,-,8,7,7,10,-,1,1,-,1,1,4,3,9,1,-,4,2,3,8,3,4,-,1,1,6,-,2,3,2,3,4,14,1,2,1,1,1,2,2,6,2,-,1,-,3,2,-,2,7,10,3,1,5,4,-,1,-,6,-,-,2,1,7,-,2,1,3,1,2,-,-,2
1965,38,2,3,1,5,1,4,-,1,-,2,14,1,-,1,4,-,2,-,3,3,1,-,1,1,-,2,8,-,2,4,1,2,4,-,2,21,-,3,2,1,5,2,1,1,2,4,7,11,1,12,8,7,6,-,-,-,-,-,-,2,7,11,1,-,4,2,1,3,1,1,2,4,-,4,2,2,4,3,1,2,12,2,-,3,2,3,4,2,2,3,1,3,1,4,2,2,4,7,3,4,-,2,5,-,2,-,2,1,2,6,2,5,2,-,1,4,2,5,-,1,5
1965,39,2,1,2,6,2,3,-,2,-,-,13,5,1,4,3,3,2,-,1,5,2,2,1,-,-,2,9,-,1,1,5,5,1,1,1,28,1,2,2,1,3,1,2,3,2,3,-,5,2,4,4,6,5,-,2,2,1,-,-,2,4,9,1,-,3,1,3,2,-,2,-,1,-,3,7,4,3,6,1,4,9,1,1,3,2,1,5,-,2,2,-,3,-,2,1,5,2,13,6,6,3,5,3,3,4,5,4,-,1,3,1,4,3,3,4,-,1,2,-,-,3
1965,40,4,1,1,1,1,1,-,1,-,2,9,2,1,1,1,4,-,-,-,2,1,4,2,1,-,3,5,1,2,3,7,10,1,2,1,29,-,2,1,3,5,3,-,1,2,4,-,9,-,4,4,7,2,-,1,-,-,3,2,5,5,9,5,-,2,4,1,4,-,1,-,-,-,4,3,3,1,2,1,2,13,1,4,2,-,-,6,9,3,4,-,1,-,3,-,2,5,11,4,5,2,3,1,-,5,4,2,-,2,4,1,4,4,1,-,5,1,3,-,1,1
1965,41,1,1,3,4,-,3,-,1,-,3,6,-,-,1,5,4,6,-,1,3,3,1,1,1,-,1,9,3,-,5,5,7,1,1,-,35,2,3,1,1,-,5,3,1,1,3,6,14,1,1,3,1,4,-,-,1,-,-,-,4,1,7,-,1,2,-,4,9,-,2,1,3,2,4,3,3,5,3,-,4,9,2,1,12,3,-,6,5,4,-,4,5,1,3,1,2,2,13,4,5,2,6,3,-,2,2,1,-,2,3,-,3,-,4,-,2,-,3,1,2,5
1965,42,1,1,-,10,-,3,-,2,1,1,17,2,1,2,4,7,-,-,1,4,-,2,3,1,2,-,14,3,2,2,9,6,4,1,1,29,-,1,4,5,5,6,1,-,-,4,6,4,1,6,3,3,11,-,2,-,-,3,-,6,-,10,4,-,4,-,6,9,-,1,1,2,1,1,3,2,3,1,1,6,12,4,1,4,1,4,2,7,2,-,4,4,-,3,2,2,7,17,5,2,2,5,6,1,3,7,3,-,5,-,4,10,2,1,-,5,3,3,1,-,2
1965,43,3,2,2,3,2,3,-,1,1,3,23,2,1,1,2,1,4,-,3,8,-,6,4,1,-,5,9,3,2,3,5,3,-,-,5,31,-,3,-,3,3,3,1,1,4,4,-,9,1,5,4,5,10,-,2,2,1,1,-,9,4,18,4,-,-,2,5,4,2,4,2,-,2,5,4,2,4,3,-,6,4,-,1,3,-,2,3,3,6,3,2,7,-,3,1,1,1,14,4,5,2,5,5,1,-,4,3,-,3,1,1,4,-,-,1,10,2,5,1,2,7
1965,44,1,-,1,1,2,3,-,3,2,-,20,-,-,1,3,1,3,-,1,4,-,4,1,1,1,3,6,6,2,3,8,4,2,2,4,27,1,3,5,2,4,3,2,1,2,5,-,14,1,12,4,5,10,-,2,3,-,1,1,7,6,21,5,1,6,1,5,5,1,7,2,1,-,8,5,2,2,4,-,3,5,1,1,1,2,2,3,3,2,2,1,2,-,5,2,-,1,15,3,4,2,4,4,1,6,3,4,-,6,2,3,5,2,-,1,6,3,4,1,1,3
1965,45,2,2,2,1,1,1,-,-,-,2,11,-,-,3,4,3,-,-,1,7,-,5,1,1,-,3,10,2,1,9,7,4,5,1,3,27,-,4,1,2,3,2,1,1,3,3,-,9,-,3,3,11,8,-,1,1,3,1,3,3,2,14,2,-,4,1,3,-,-,3,1,3,4,6,3,1,3,1,4,4,6,2,1,2,3,1,4,4,4,1,2,3,1,4,1,4,1,11,5,-,1,2,4,-,6,7,6,-,3,2,-,5,1,1,2,4,1,3,3,-,1
1965,46,1,-,3,1,2,3,-,1,-,1,21,1,-,-,3,5,5,1,4,3,-,6,1,2,1,3,11,2,-,6,10,1,3,1,1,45,3,-,2,-,1,8,-,-,3,9,-,17,1,3,5,9,12,-,-,1,6,1,-,5,5,26,5,-,5,-,2,5,4,3,-,1,4,6,6,3,5,12,4,7,7,3,3,5,4,1,2,4,1,2,-,5,1,7,3,3,1,13,6,4,3,1,7,3,5,8,3,-,2,3,1,5,2,2,2,4,1,5,3,2,2
1965,47,1,-,3,6,1,-,1,-,-,-,15,3,-,1,1,6,1,2,3,7,1,2,2,2,1,4,7,2,-,1,7,9,4,-,-,43,-,5,-,4,3,4,2,1,5,-,-,10,-,3,3,10,6,8,1,3,-,1,1,4,6,17,6,-,5,2,3,7,-,1,-,2,1,6,2,3,2,3,-,3,14,1,2,2,1,1,3,5,2,3,2,5,1,6,-,-,2,18,1,4,-,1,2,1,3,6,3,1,-,1,-,2,2,-,2,2,3,6,1,-,4
1965,48,4,1,4,3,3,2,-,3,-,-,14,3,-,1,1,7,3,-,1,2,-,2,4,-,-,4,7,1,-,4,7,8,1,1,5,35,-,5,1,4,-,6,3,6,5,4,-,15,2,6,1,9,10,10,-,2,-,2,2,7,4,16,1,-,1,2,8,11,2,-,2,2,1,8,7,4,5,2,-,5,12,-,1,5,5,6,2,2,4,5,1,1,-,3,3,-,3,9,5,10,4,14,7,1,5,5,4,1,3,3,7,5,1,-,4,5,3,2,1,-,5
1965,49,1,1,8,6,1,3,-,3,-,4,37,-,-,1,7,3,2,4,3,9,1,-,-,1,-,2,9,2,-,9,7,9,3,2,3,35,3,3,3,1,2,5,3,1,3,6,-,17,1,8,3,4,10,-,1,2,2,1,1,2,6,14,8,-,-,5,3,14,-,1,3,5,-,8,3,2,6,6,1,3,9,-,-,8,3,5,6,4,1,4,1,2,-,8,1,3,2,6,1,6,1,1,6,4,6,3,4,1,6,3,3,8,8,5,1,3,2,8,2,1,-
1965,50,3,1,3,8,1,4,-,1,1,1,20,2,-,1,2,4,4,6,2,14,-,4,3,-,-,4,11,1,4,5,10,6,4,1,6,36,-,2,5,4,-,11,3,2,7,2,-,17,-,8,5,7,6,7,-,4,-,1,2,4,3,18,5,-,2,1,3,2,1,2,3,3,2,13,3,2,1,6,-,8,9,2,1,2,4,3,6,2,4,3,4,3,1,7,2,-,2,15,5,4,1,6,5,3,1,3,5,-,12,1,-,12,6,3,2,7,3,5,2,-,8
1965,51,3,2,4,4,3,3,-,2,-,1,23,7,-,2,5,3,1,7,5,4,-,4,-,-,1,2,4,4,2,5,-,8,1,1,4,39,2,-,2,5,3,6,5,2,1,1,-,18,1,6,7,11,6,-,1,3,1,2,2,3,7,9,5,4,-,-,4,6,-,1,-,-,1,5,1,2,1,3,-,8,7,2,2,1,4,1,2,2,5,5,1,4,-,6,2,2,4,11,2,5,-,4,-,1,2,6,4,-,6,3,1,7,5,5,4,5,1,4,2,3,2
1965,52,4,-,1,8,4,3,-,2,-,-,16,3,-,2,5,6,1,9,2,6,-,1,1,2,2,1,7,3,2,7,8,4,6,3,4,50,-,4,1,2,3,4,2,4,8,4,4,10,-,9,3,11,9,1,1,3,5,2,-,3,6,9,4,-,2,9,3,12,1,4,-,3,2,10,10,1,3,7,2,13,14,2,4,10,2,4,5,6,3,4,18,3,-,4,-,1,4,12,2,1,4,1,2,-,4,4,4,-,6,5,5,3,1,-,3,3,-,3,2,1,4
1966,1,1,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,5,1,1,-,7,8,5,-,5,6,5,2,-,-,40,4,6,1,7,4,11,2,4,2,4,-,14,2,-,-,12,8,3,-,3,1,-,1,5,8,8,5,4,8,4,6,19,2,2,2,1,2,12,7,4,3,-,-,10,7,-,2,12,2,3,3,6,4,4,10,2,2,-,-,1,4,15,11,5,4,8,9,-,6,5,5,-,7,5,-,-,-,-,-,10,7,-,-,-,5
1966,1,1,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,5,1,1,-,7,8,5,-,5,6,5,2,-,2,40,4,6,1,7,4,11,2,4,2,4,8,14,2,-,-,12,8,3,-,3,1,-,1,5,8,8,5,4,8,4,6,19,2,2,-,1,2,12,7,4,3,-,-,10,7,-,2,12,2,3,3,6,4,4,10,2,2,-,-,1,4,15,11,5,4,8,9,-,6,5,5,-,7,5,-,-,-,-,-,10,7,-,-,-,5
1966,2,3,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,4,3,1,-,2,12,9,1,5,10,5,5,-,7,40,1,3,6,6,4,8,2,2,4,6,-,15,2,-,-,9,6,3,1,3,1,4,4,6,4,18,-,1,2,1,2,4,2,4,2,2,1,6,6,4,9,-,3,8,10,-,3,6,3,2,3,2,7,4,13,2,2,-,-,2,1,14,4,5,3,3,10,6,2,2,5,-,3,4,-,-,-,-,-,7,1,-,-,-,7
1966,3,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,6,2,-,-,6,9,4,1,3,7,4,4,-,3,53,-,6,5,3,1,8,1,2,5,4,7,8,5,-,-,11,10,-,-,2,-,4,-,3,5,19,3,2,3,1,4,9,2,5,-,3,1,16,-,3,3,-,-,3,6,-,-,8,7,4,4,10,2,1,8,6,1,-,-,2,11,16,6,3,2,1,8,1,9,10,6,-,5,7,-,-,-,-,-,4,3,-,-,-,2
1966,4,2,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,4,2,1,1,2,7,2,1,7,9,4,8,-,13,35,3,-,1,4,7,2,2,2,1,7,-,15,4,-,-,7,8,-,1,2,1,-,4,4,4,15,1,-,1,1,3,9,4,1,-,1,3,6,7,3,3,-,3,8,8,-,-,5,4,2,5,7,4,4,14,7,1,-,-,2,4,9,7,6,3,2,1,-,4,6,6,1,5,3,-,-,-,-,-,4,1,-,-,-,3
1966,5,3,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,11,3,1,-,4,6,4,1,5,8,8,2,-,12,38,3,3,2,5,-,5,2,4,5,10,7,5,-,-,-,4,6,-,3,2,1,2,3,10,7,22,4,-,1,2,6,10,4,-,-,1,2,6,7,2,4,-,-,3,7,-,-,6,1,3,3,3,1,-,15,5,1,-,-,3,3,24,4,7,4,5,3,-,4,1,5,1,2,7,-,-,-,-,-,5,4,-,-,-,4
1966,6,1,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,4,4,1,1,1,17,5,1,3,12,7,5,-,6,42,-,4,5,2,2,9,1,3,6,4,12,16,2,-,-,10,15,-,2,4,4,4,2,3,8,14,4,-,1,4,1,15,-,2,1,4,3,5,5,1,1,-,3,6,6,-,6,8,2,2,2,16,3,4,13,4,1,-,-,2,3,8,9,9,2,4,5,1,5,6,10,-,6,2,-,-,-,-,-,6,6,-,-,-,3
1966,7,4,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,4,2,-,4,8,4,1,6,13,11,6,-,-,53,2,2,3,4,1,7,5,2,5,11,4,24,1,-,-,5,12,7,-,1,4,3,1,8,4,22,4,-,2,2,3,10,2,4,2,5,-,8,7,3,5,-,-,8,10,1,2,7,4,5,-,6,3,-,8,4,-,-,-,1,3,23,9,5,3,6,7,5,6,9,14,-,8,4,-,-,-,-,-,7,6,-,-,-,3
1966,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1966,9,2,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,5,5,1,1,6,9,5,2,4,7,5,4,-,-,37,1,2,-,2,-,7,4,3,4,4,-,16,1,-,-,5,13,-,1,3,-,1,-,10,8,18,6,-,7,1,1,13,1,4,-,1,3,5,4,4,7,-,1,6,11,1,5,7,5,2,6,7,4,5,14,3,5,-,-,2,4,25,2,2,1,5,1,3,6,9,4,1,11,3,-,-,-,-,-,4,-,-,-,-,5
1966,10,4,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,3,2,4,-,1,16,5,-,9,9,8,4,-,6,33,-,4,3,4,2,3,3,4,6,4,-,11,3,-,-,1,18,-,-,2,2,-,2,14,4,21,6,-,5,2,4,12,1,1,3,4,5,11,3,3,1,-,2,9,12,1,4,2,5,1,4,4,6,2,-,6,-,-,-,1,5,23,4,2,6,3,3,4,10,6,6,2,5,7,-,-,-,-,-,9,2,-,-,-,2
1966,11,4,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,3,1,5,-,1,9,6,-,9,14,9,3,-,7,39,2,5,4,4,6,5,1,4,6,6,10,17,1,-,-,10,2,-,-,3,-,-,3,8,6,23,2,-,2,1,3,16,1,5,1,-,-,11,2,3,3,-,2,7,13,1,1,2,1,2,6,3,2,1,11,4,2,-,-,2,5,17,2,2,5,1,5,-,5,2,8,3,7,7,-,-,-,-,-,7,1,-,-,-,9
1966,12,4,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,5,7,3,-,3,10,2,-,3,9,7,3,-,2,32,1,3,-,1,5,5,-,2,3,3,5,12,-,-,-,14,11,-,-,2,3,1,1,7,8,18,4,1,2,3,1,11,-,2,-,1,6,5,3,3,4,-,-,6,9,3,4,4,2,2,9,4,5,1,12,3,2,-,-,2,2,21,8,4,3,3,4,4,1,4,8,1,11,3,-,-,-,-,-,6,2,-,-,-,5
1966,13,3,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,4,2,1,1,2,10,3,-,3,5,5,-,-,-,41,3,2,3,8,3,6,2,1,6,4,5,12,6,-,-,14,7,-,-,1,-,1,-,6,6,18,4,-,4,6,4,15,1,2,-,1,3,7,10,2,3,-,-,5,14,2,2,2,1,1,-,5,11,2,9,1,1,-,-,1,3,17,6,4,2,6,3,1,7,6,6,-,7,4,-,-,-,-,-,6,1,-,-,-,2
1966,14,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,3,1,2,1,3,17,1,3,3,10,4,2,-,2,33,-,6,2,6,1,9,2,-,3,4,12,8,1,-,-,7,10,-,1,2,1,1,1,7,8,16,6,-,1,-,4,3,1,1,2,2,2,4,5,-,1,-,-,9,12,-,3,2,3,2,1,6,1,1,9,3,2,-,-,3,5,15,4,1,5,3,2,1,3,1,2,-,9,3,-,-,-,-,-,6,3,-,-,-,4
1966,15,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,5,3,-,-,1,12,1,-,5,8,10,3,-,3,40,-,3,2,3,4,7,-,5,1,3,13,14,-,-,-,16,6,-,3,4,3,1,1,5,3,28,4,-,7,1,8,6,1,1,1,-,4,11,6,5,2,-,-,7,11,-,1,5,3,1,4,2,3,4,17,5,2,-,-,1,3,15,3,7,11,2,1,3,5,15,8,1,8,4,-,-,-,-,-,7,2,-,-,-,7
1966,16,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,3,2,1,-,2,12,2,-,7,11,2,1,-,-,51,1,4,4,4,6,8,3,2,5,9,6,17,2,-,-,15,5,-,-,2,1,-,-,5,1,24,7,1,4,6,6,12,2,3,3,2,1,4,5,1,4,-,3,10,13,-,2,5,3,3,1,5,2,3,1,2,-,-,-,-,5,16,9,6,2,7,5,1,8,3,5,1,6,4,-,-,-,-,-,3,2,-,-,-,5
1966,17,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,2,1,-,1,3,10,3,-,12,8,3,3,-,1,36,-,7,2,4,3,9,2,4,5,6,5,14,3,-,-,11,8,-,-,2,1,2,2,4,5,17,7,1,9,7,3,7,-,-,1,1,2,2,6,-,3,-,1,11,8,-,1,3,3,-,3,4,3,3,-,5,1,-,-,-,4,15,4,2,1,4,5,2,7,3,7,1,6,2,-,-,-,-,-,10,3,-,-,-,3
1966,18,4,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,-,-,2,15,2,2,3,5,4,3,-,2,25,1,-,3,3,6,3,3,4,4,3,10,16,-,-,-,11,10,-,-,2,2,1,2,2,8,15,5,1,2,4,6,8,4,5,1,2,3,4,5,5,-,-,4,6,7,5,1,3,3,3,1,3,3,2,1,4,-,-,-,4,1,8,3,3,6,4,6,6,7,5,6,2,9,5,-,-,-,-,-,4,3,-,-,-,3
1966,19,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,1,1,2,3,13,2,-,3,9,1,3,-,2,27,-,2,2,4,4,10,2,2,4,5,9,19,1,-,-,14,14,-,2,4,4,1,2,8,4,17,3,4,5,2,3,8,2,5,2,1,2,4,9,3,3,-,1,6,9,1,3,3,3,4,7,3,5,2,5,6,-,-,-,2,1,10,2,5,4,4,3,3,6,3,4,1,6,5,-,-,-,-,-,-,2,-,-,-,1
1966,20,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,2,2,2,1,4,13,2,-,4,5,3,2,-,4,39,-,3,1,4,3,11,2,5,-,7,7,14,-,-,-,7,4,-,2,-,1,1,2,3,3,21,2,-,4,-,2,6,2,1,3,-,1,7,6,4,2,-,1,5,6,1,2,-,3,1,-,4,3,3,1,3,-,-,-,-,4,19,2,1,1,2,8,1,9,1,5,1,5,1,-,-,-,-,-,7,4,-,-,-,3
1966,21,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3,3,3,-,5,9,1,2,5,10,2,4,-,1,25,3,2,1,5,3,2,5,3,2,4,7,19,-,-,-,7,6,6,1,2,1,1,-,-,2,23,3,2,1,3,1,7,2,-,1,1,1,10,8,2,4,-,1,8,7,2,2,4,1,4,3,3,8,1,7,1,-,-,-,2,1,13,8,6,4,1,2,1,5,3,4,-,6,5,-,-,-,-,-,6,2,-,-,-,1
1966,22,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,2,6,1,-,5,6,3,3,-,1,27,-,3,3,2,5,5,5,1,4,6,-,5,-,-,-,10,8,4,-,2,-,2,1,6,1,24,3,2,3,2,2,6,1,-,2,4,3,4,8,1,1,-,1,3,12,3,1,3,2,2,1,2,2,4,4,4,-,-,-,-,3,15,5,2,2,3,5,-,11,2,5,-,8,2,-,-,-,-,-,-,2,-,-,-,5
1966,23,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,2,1,-,2,7,-,-,4,5,4,6,-,1,35,1,3,2,8,4,8,-,3,1,5,10,17,3,-,-,11,7,2,2,2,-,1,-,3,1,17,8,1,4,3,2,5,1,3,-,2,1,7,5,4,4,-,2,9,7,3,3,4,5,2,6,3,1,7,1,5,1,-,-,1,2,10,4,6,1,2,2,2,4,4,4,-,4,2,-,-,-,-,-,5,1,-,-,-,2
1966,24,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,1,1,3,2,-,5,9,4,-,-,1,25,1,2,2,5,4,4,1,-,1,1,-,8,-,-,-,4,4,-,2,4,-,-,1,7,2,11,4,2,2,-,2,9,2,3,2,1,-,4,8,1,4,-,-,6,4,1,1,3,3,2,1,5,3,-,-,4,-,-,-,-,4,7,2,1,4,2,6,2,1,5,10,-,6,2,-,-,-,-,-,7,1,-,-,-,5
1966,25,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,5,4,-,1,2,7,2,1,1,5,6,1,-,-,24,-,4,2,3,3,4,-,2,1,4,-,8,1,-,-,2,5,-,-,1,-,-,-,1,7,10,3,-,3,3,-,11,-,-,1,2,1,2,7,3,1,-,-,3,6,2,1,2,2,-,5,5,2,2,3,2,-,-,-,2,2,10,2,2,2,1,7,3,6,5,3,-,5,2,-,-,-,-,-,3,-,-,-,-,2
1966,26,2,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,4,1,1,-,4,13,1,-,2,5,1,1,-,2,38,-,3,5,4,6,4,2,3,1,2,3,10,1,-,-,4,4,-,1,1,-,4,1,3,3,20,3,2,3,2,4,8,-,-,1,1,2,7,6,1,4,-,3,2,5,-,-,-,1,1,4,3,5,-,6,1,1,-,-,3,1,6,3,2,2,1,2,3,-,3,5,-,4,1,-,-,-,-,-,3,1,-,-,-,5
1966,27,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,6,3,1,1,1,7,3,-,3,5,6,2,-,3,36,-,3,4,-,3,9,5,4,-,5,4,12,-,-,-,11,15,-,-,-,2,3,1,11,2,13,10,1,7,-,4,9,-,3,1,2,2,7,7,3,3,-,1,9,4,5,3,8,5,-,5,2,3,1,2,7,1,-,-,5,1,11,4,7,2,1,6,4,3,1,2,-,4,1,-,-,-,-,-,4,1,-,-,-,2
1966,28,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,7,1,1,-,3,11,1,-,3,5,4,1,-,-,22,-,-,3,2,2,6,6,-,3,7,6,8,2,-,-,8,8,-,1,1,1,-,-,4,1,23,6,-,2,1,5,14,-,-,-,2,-,8,7,1,5,-,-,7,9,1,-,6,8,1,2,7,2,3,2,7,-,-,-,2,1,21,9,-,1,2,6,1,4,6,3,-,3,-,-,-,-,-,-,8,3,-,-,-,3
